Index,I,Q,U,V,QNormalized,UNormalized,VNormalized,DoP,DoLP,DoCP,Orientation,Ellipticity,Eccentricity
0,0.2871831,-0.083241600230774,0.245315141383487,-0.0080187,-0.289855497175057,0.85421162103023,-0.0279219076610009,0.902481764731632,0.902049722989643,0.0279219076610009,-0.621831427114471,-0.0146799041704931,0.999892244401138
1,0.2875195,-0.0838751679067172,0.245121252704085,-0.0079831,-0.291719928236927,0.852537837273942,-0.0277654211279583,0.901494425454036,0.901066745870853,0.0277654211279583,-0.620553278461915,-0.014605179533157,0.999893338677083
2,0.2880772,-0.0844637635913768,0.244454592430783,-0.0078755,-0.293198363464297,0.848573203400972,-0.0273381579659897,0.898214415799091,0.897798285734791,0.0273381579659897,-0.61905942219243,-0.0144051968913044,0.999896239768169
3,0.2877634,-0.0840853907527639,0.244974245204277,-0.0079056,-0.292203215394188,0.851304388272715,-0.0274725694789539,0.900475775716848,0.900056598542049,0.0274725694789539,-0.620077426536651,-0.0144588163847509,0.999895465850682
4,0.2864991,-0.0821434633995913,0.245673078836123,-0.0077037,-0.286714560009408,0.857500351087048,-0.0268890897039467,0.904563493725513,0.904163752334608,0.0268890897039467,-0.62406063911013,-0.0141212065774171,0.999900290791436
5,0.2871391,-0.0830704096790487,0.245359194135954,-0.0079023,-0.289303719622471,0.854495936415328,-0.0275208078593267,0.902561544939145,0.902141866636122,0.0275208078593267,-0.622171658737847,-0.0144683255976046,0.999895328299118
6,0.2869449,-0.0825961531609069,0.245306090416687,-0.0077767,-0.287846736989948,0.85488918052451,-0.0271017188317339,0.902455405068451,0.902048366205287,0.0271017188317339,-0.623006503969729,-0.0142487011967018,0.999898482104162
7,0.2865394,-0.0816365385481587,0.245449138118521,-0.0078099,-0.284905107458725,0.856598213434248,-0.0272559375778689,0.903146890404912,0.902735520246552,0.0272559375778689,-0.624852674084264,-0.0143246064877882,0.999897397560855
8,0.2864811,-0.0819125223248558,0.245613540445147,-0.0078795,-0.285926444449061,0.857346402415892,-0.0275044322295607,0.904186528965691,0.903768103758234,0.0275044322295607,-0.624447145098509,-0.0144473647684632,0.999895631379219
9,0.2872889,-0.0834294077918571,0.245560366015202,-0.007886,-0.290402475667724,0.85475062216188,-0.0274497204730151,0.903153204674661,0.902735965806206,0.0274497204730151,-0.621640466724926,-0.0144264474768492,0.999895933391669
10,0.2870477,-0.0825745156934026,0.245253623093523,-0.0078711,-0.287668271487292,0.854400237638286,-0.0274208781327981,0.90194495677642,0.901528036445259,0.0274208781327981,-0.623013776039661,-0.0144204437732399,0.999896019994771
11,0.2867202,-0.082229659716218,0.245523667173258,-0.0077132,-0.286794093043385,0.856317996336702,-0.0269014879314398,0.903468346267653,0.90306775086628,0.0269014879314398,-0.623811289809558,-0.0141358540278948,0.99990008382383
12,0.287255,-0.0832660661254031,0.245494322241839,-0.0078491,-0.289868117614674,0.854621580971051,-0.0273245026196237,0.902855581316493,0.902442004934906,0.0273245026196237,-0.621897792165997,-0.0143628570798712,0.999896848848172
13,0.2870416,-0.0828427920061848,0.245669543302217,-0.0077225,-0.288609010004769,0.855867384038471,-0.0269037658652962,0.903619362527455,0.903218766255877,0.0269037658652962,-0.622779386674144,-0.0141359292700875,0.999900082760108
14,0.2874607,-0.0831976181889842,0.245401125568079,-0.0075863,-0.289422582596453,0.853685827551658,-0.0263907379339158,0.90179897678366,0.901412737584376,0.0263907379339158,-0.621965107736207,-0.0138795419912058,0.999903674517758
15,0.2869607,-0.0826092346363589,0.245647410859966,-0.0076123,-0.287876474501069,0.85603154320423,-0.0265273258672703,0.903530058464824,0.903140558015075,0.0265273258672703,-0.623192714762247,-0.0139387108091152,0.99990285145157
16,0.2870635,-0.0826409837308342,0.245425591462708,-0.0076043,-0.287883982919578,0.854952271754186,-0.0264899577967941,0.902508887747572,0.902120044450451,0.0264899577967941,-0.622998098170484,-0.0139265436343411,0.999903020988736
17,0.28767,-0.083563970212317,0.245140839561924,-0.0075539,-0.290485522342674,0.852159903924372,-0.0262589077762714,0.900692994746098,0.900310135757168,0.0262589077762714,-0.621133949906873,-0.0138182222376079,0.999904523809245
18,0.2873702,-0.0830462973378103,0.245309201686525,-0.0075695,-0.288987157811806,0.85363479472306,-0.026340587854969,0.901609542269031,0.901224689043762,0.026340587854969,-0.622184800454527,-0.0138545370290858,0.999904021295899
19,0.2866511,-0.0816977739954094,0.245917384229023,-0.007262,-0.285007711449248,0.857897926186305,-0.025333933831058,0.904356155252817,0.904001242997099,0.025333933831058,-0.62502570030538,-0.013305628829937,0.999911476202489
20,0.2869122,-0.0822438018518417,0.245833379943418,-0.0073091,-0.286651462892975,0.856824422047645,-0.0254750407964527,0.903861786502529,0.903502712445271,0.0254750407964527,-0.623975138782403,-0.0133832437589369,0.999910440382782
21,0.2875048,-0.0831020173521678,0.245578892212869,-0.0073722,-0.289045669332017,0.854173190196717,-0.0256420066725842,0.902117924839446,0.901753424063602,0.0256420066725842,-0.622249796264741,-0.0134833498118769,0.999909095507112
22,0.2871568,-0.0821797379774662,0.245493685845736,-0.0070179,-0.286184196151601,0.854911622659593,-0.0244392610587665,0.901871694958044,0.90154050196616,0.0244392610587665,-0.623884326539278,-0.0128523484161903,0.999917405159141
23,0.288114,-0.0836999468463391,0.245187437898804,-0.0070843,-0.290509821967482,0.851008412985153,-0.0245885309287296,0.899564267567537,0.899228155492857,0.0245885309287296,-0.620914578892525,-0.0129465914127357,0.999916189373285
