Index,I,Q,U,V,QNormalized,UNormalized,VNormalized,DoP,DoLP,DoCP,Orientation,Ellipticity,Eccentricity
0,0.8415009,0.000376534360981835,-0.0118453820877589,-0.0019174,0.0004474556842207,-0.0140764936647827,-0.00227854777101248,0.0142667329977397,0.014083603604334,0.00227854777101248,-0.769509793859369,-0.00224690327593691,0.999997475709648
1,0.8434851,0.00108590388386818,-0.0111999350178918,-0.0013939,0.00128740138251189,-0.0132781658121665,-0.00165254845639834,0.0134423958450801,0.0133404306397912,0.00165254845639834,-0.737071085596584,-0.0016307929758166,0.999998670256251
2,0.8448477,0.000307167185747434,-0.0113716912550421,-0.0015481,0.000363576992335346,-0.0134600487816231,-0.00183240127185054,0.0135890689840808,0.0134649582781763,0.00183240127185054,-0.771895663814916,-0.00180805587492999,0.999998365465641
3,0.8415263,0.00133812887271742,-0.0112565742710649,-0.0017191,0.00159012127454296,-0.0133763784578864,-0.00204283573787296,0.0136245794125284,0.0134705599852554,0.00204283573787296,-0.726238130999882,-0.00201568335433708,0.999997968508244
4,0.8479742,0.000480832611206852,-0.0120154412686343,-0.0017646,0.000567036840515728,-0.0141695835423227,-0.00208095953862747,0.0143327953010838,0.0141809248126265,0.00208095953862747,-0.765399888956113,-0.0020518622345534,0.99999789492847
5,0.8495042,7.54482935526038E-05,-0.0113697820667329,-0.0017888,8.88145032745027E-05,-0.0133840210168859,-0.00210569882997636,0.0135489436547282,0.0133843156939918,0.00210569882997636,-0.782080281590541,-0.0020778877246924,0.999997841188972
6,0.8487075,0.000694590991159545,-0.0114225322326094,-0.0017938,0.000818410337082617,-0.013458738414129,-0.00211356680599618,0.0136482453019868,0.0134835987473595,0.00211356680599618,-0.755031133646386,-0.00208544746911395,0.999997825452063
7,0.8521758,0.000163270955775972,-0.0118320884802726,-0.0016367,0.00019159304427088,-0.0138845628804205,-0.00192061309415264,0.0140180793596125,0.0138858847134406,0.00192061309415264,-0.778499102665358,-0.00189430893861933,0.999998205795213
8,0.8545739,-0.000247133820024698,-0.0118862528597115,-0.0014397,-0.000289189524773338,-0.0139089818442987,-0.00168469924017104,0.0140136225886136,0.0139119878711228,0.00168469924017104,0.775003877617186,-0.00166158331326997,0.999998619569494
9,0.8549856,0.000633567675943145,-0.0117589029284198,-0.001487,0.00074102730612439,-0.013753334475364,-0.00173921057851735,0.0138826576740942,0.0137732832200481,0.00173921057851735,-0.758484272893899,-0.00171558139014385,0.999998528389164
