Index,I,Q,U,V,QNormalized,UNormalized,VNormalized,DoP,DoLP,DoCP,Orientation,Ellipticity,Eccentricity
0,0.749183,0.0116784341767208,-0.00459308280787534,0.0251432,0.0155882263435246,-0.00613078888319054,0.033560825592679,0.0375087774704725,0.0167505036601055,0.033560825592679,-0.187356920638713,0.0330079262039866,0.99945508994037
1,0.7437207,0.012171994709989,-0.00328451099861151,0.0253583,0.0163663519248409,-0.00441632322269841,0.0340965365089341,0.0380780144970843,0.0169517369651339,0.0340965365089341,-0.131782113696355,0.0335281756936544,0.999437772667541
2,0.7322484,0.0118117238049744,-0.00378662752393208,0.0249162,0.0161307608251168,-0.00517123359222373,0.0340269777305078,0.0380102396090178,0.0169393949615228,0.0340269777305078,-0.155115454109593,0.033460182483928,0.999440051322811
3,0.7322495,0.0119290328199733,-0.00349706729703619,0.0251695,0.0162909402054536,-0.00477578652772885,0.0343728469599501,0.0383366075425076,0.0169765388031866,0.0343728469599501,-0.1425830547562,0.0337990559746848,0.999428648686448
4,0.7247434,0.0114742924489922,-0.00450533085633009,0.0244419,0.0158322137862756,-0.00621644965146297,0.0337249018066256,0.0377713150619627,0.0170089164747055,0.0337249018066256,-0.187075187391571,0.0331608713161803,0.999450027071665
5,0.7281095,0.0106560991924813,-0.00522410489940621,0.024367,0.014635297565107,-0.00717488907836832,0.0334661201371497,0.0372243490895442,0.016299416189119,0.0334661201371497,-0.227906809382386,0.0329293902997993,0.999457680572061
6,0.7243821,0.0120685449879014,-0.00447407673660164,0.0244897,0.0166604682637815,-0.00617640432666909,0.033807710046949,0.0381926751065377,0.0177684882073565,0.033807710046949,-0.177507473388276,0.0332174855467338,0.99944814705614
7,0.7248366,0.0112907982392743,-0.00390252232536856,0.0244082,0.0155770255520683,-0.0053840028571523,0.0336740721977891,0.0374909902536266,0.0164812381760477,0.0336740721977891,-0.166391527929781,0.033128080414168,0.999451114506394
8,0.7245052,0.011507526467708,-0.00417610193900963,0.0247132,0.015883290372116,-0.0057640744869873,0.0341104522093147,0.0380660796203186,0.016896847863921,0.0341104522093147,-0.174061032720792,0.0335436699218477,0.99943725276186
9,0.7201937,0.0120608375239865,-0.00315808030613536,0.0246108,0.0167466579115958,-0.00438504294905018,0.0341724733221076,0.0383071414467745,0.0173112435391866,0.0341724733221076,-0.128048127793402,0.0335909718280739,0.999435664068301
10,0.7185197,0.0110914648376578,-0.00439233519269648,0.0241291,0.0154365493912802,-0.00611303377304266,0.0335816818940385,0.0374617885031159,0.0166028985126029,0.0335816818940385,-0.188531162033653,0.0330332344548418,0.999454253791264
11,0.7187277,0.0116476750317392,-0.00344353931370037,0.0244124,0.0162059637213637,-0.00479115987000413,0.0339661320970376,0.037937930922383,0.0168993630956345,0.0339661320970376,-0.143726820936457,0.033401665228345,0.999442008702843
12,0.7116924,0.0116608272178692,-0.00343250844791386,0.0245962,0.0163846448520024,-0.00482302248543593,0.0345601554829024,0.0385502591408107,0.0170797579848565,0.0345601554829024,-0.143138321343662,0.0339797889119105,0.999422520231309
13,0.706742,0.0113796108509913,-0.00326485343009453,0.0241979,0.0161015064210014,-0.00461958314362883,0.0342386613502523,0.0381167284601356,0.0167510912315123,0.0342386613502523,-0.139699519649537,0.0336745754644646,0.999432850654454
14,0.7078825,0.0109332850507064,-0.00503700444510425,0.0236937,0.015445056277993,-0.00711559396524741,0.0334712328670366,0.0375433731908579,0.0170053356599815,0.0334712328670366,-0.21585967762772,0.0329115607297336,0.999458267848304
15,0.7060343,0.0116641506197408,-0.00355137309783132,0.0242652,0.0165206571688384,-0.0050300291329066,0.0343683019366056,0.0384631444940981,0.0172694327170345,0.0343683019366056,-0.147775899669946,0.0337848566282101,0.999429128784333
