Index,I,Q,U,V,QNormalized,UNormalized,VNormalized,DoP,DoLP,DoCP,Orientation,Ellipticity,Eccentricity
0,0.2531771,0.239159776853258,-0.0309892375282129,-0.0049243,0.944634316663149,-0.122401423857896,-0.0194500213486923,0.952729974394927,0.952531417214201,0.0194500213486923,-0.0644287472765011,-0.00996143835495505,0.999950383642059
1,0.2528715,0.239165504418185,-0.0300977880091711,-0.0048671,0.945798575237562,-0.119024041891518,-0.0192473252224944,0.953452739782008,0.953258447363356,0.0192473252224944,-0.0625934644254293,-0.00985395724179552,0.999951448584719
2,0.2526522,0.239426638952477,-0.029662705206707,-0.0048308,0.947653093669786,-0.117405291569624,-0.0191203559676108,0.955089512267197,0.954898103689846,0.0191203559676108,-0.0616312469845737,-0.00978074301239608,0.999952167389083
3,0.2485897,0.23995159502683,-0.0209541195109697,-0.0048297,0.965251557191751,-0.0842919859952753,-0.0194283994871871,0.96911979149678,0.96892502680245,0.0194283994871871,-0.0435527364929213,-0.00986751614343538,0.999951314877459
4,0.2531656,0.23867632794696,-0.0297394262924657,-0.0048338,0.942767611187936,-0.11747024987781,-0.0190934313350629,0.9502497500297,0.950057907872653,0.0190934313350629,-0.0619812985397572,-0.00979121248552676,0.999952064930146
5,0.2524683,0.239065236676613,-0.0286929082563096,-0.0048109,0.946911896173155,-0.113649548304914,-0.0190554616163693,0.953898039394968,0.953707690513268,0.0190554616163693,-0.0597249365750654,-0.0097534865163801,0.999952433619107
6,0.2530155,0.238771575230386,-0.0294992221188966,-0.0048049,0.94370335110057,-0.116590572984251,-0.0189905361529234,0.951067829889444,0.950878213330835,0.0189905361529234,-0.0614614492424968,-0.00973435246913743,0.999952620068574
7,0.2536713,0.238638356312811,-0.0305347092892662,-0.0048435,0.94073849234348,-0.12037116256063,-0.0190936065688156,0.948600386656408,0.948408207341587,0.0190936065688156,-0.0636311942420905,-0.00979959255810516,0.999951982840024
8,0.2534288,0.238958322131298,-0.0300464520568569,-0.0048839,0.942901209851831,-0.11855973771275,-0.0192712903979343,0.950521165245763,0.950325787794145,0.0192712903979343,-0.0625414269717434,-0.00988106218896405,0.999951181113367
9,0.2539498,0.23871429958111,-0.0305427703065717,-0.0048329,0.940005857776262,-0.120270897266199,-0.019030926584703,0.94785984066716,0.947668771978323,0.019030926584703,-0.0636277810770823,-0.00977113093278818,0.999952261360658
10,0.2536679,0.239011355139887,-0.0299126674538564,-0.0049599,0.942221523258901,-0.117920586143759,-0.019552730164124,0.949773116478711,0.949571831684582,0.019552730164124,-0.0622521584383913,-0.0100292432658041,0.999949705875008
11,0.2536975,0.239025214432798,-0.0297988232620854,-0.0048804,0.942166219347048,-0.117458087927888,-0.0192370835345244,0.949654491213146,0.949459629104043,0.0192370835345244,-0.0620141017693968,-0.00986790557102514,0.999951311034513
12,0.2537455,0.239369928988626,-0.0298823325729435,-0.0048697,0.94334649871082,-0.117764975429884,-0.0191912762984959,0.950862509069491,0.950668820393287,0.0191912762984959,-0.062097473178849,-0.00983830576357224,0.999951602698702
13,0.2541535,0.23919088955163,-0.0301903482868284,-0.0048016,0.941127663209949,-0.118787851777876,-0.0188925196780686,0.948782777820513,0.94859466169119,0.0188925196780686,-0.0627773518475611,-0.00969545901438101,0.999952997932653
14,0.253265,0.23958665721706,-0.0283489715179405,-0.0047673,0.945991973691825,-0.111934027670387,-0.0188233668292105,0.952777182755053,0.952591224418884,0.0188233668292105,-0.058888442586244,-0.00964019841624177,0.99995353220762
15,0.2537382,0.239523300449466,-0.0286940396271595,-0.0048747,0.943978086269492,-0.113085217862977,-0.0192115337777284,0.950921646028853,0.95072756026957,0.0192115337777284,-0.0596141273476197,-0.00984839409100959,0.999951503390954
16,0.2540703,0.239645700633289,-0.0292226019460965,-0.0047644,0.943225952160835,-0.115017780299769,-0.0187522902125908,0.950397777250672,0.950212758604514,0.0187522902125908,-0.0606708946096662,-0.00961550996415851,0.999953769915454
17,0.2544138,0.239754453656236,-0.0296164604232174,-0.0047873,0.942379908858071,-0.116410589453942,-0.0188169824121176,0.949729117582197,0.949542688854146,0.0188169824121176,-0.0614528380005489,-0.00965199814279387,0.999953418381002
18,0.25438,0.239858186221036,-0.0293618312713121,-0.0048702,0.942912910688873,-0.115425077723532,-0.0191453730639201,0.950144331678616,0.949951422816581,0.0191453730639201,-0.0609036404555057,-0.00981838462225169,0.999951798500012
19,0.2543331,0.240124411924152,-0.0293491740599289,-0.0048052,0.94413354739966,-0.115396596274448,-0.0188933331917867,0.951347196241356,0.951159571132622,0.0188933331917867,-0.0608108140408349,-0.00968313072457695,0.999953117390696
20,0.2543927,0.24020382001568,-0.0292329964157799,-0.0047858,0.944224500214352,-0.114912874527374,-0.0188126467465458,0.951377312749677,0.951191292820317,0.0188126467465458,-0.06055262034388,-0.00964162089886808,0.999953518492956
21,0.2543551,0.240330321418834,-0.0290359257558632,-0.0048232,0.944861421763644,-0.114155075938573,-0.0189624662528882,0.951921248227052,0.951732361380948,0.0189624662528882,-0.0601169965675042,-0.00971571032386392,0.999952801372596
22,0.2550469,0.240169878890183,-0.0302995962845217,-0.0049137,0.941669468988577,-0.118800096313743,-0.0192658683559769,0.949329250256671,0.949133737525636,0.0192658683559769,-0.0627480095515773,-0.00988432347409588,0.999951148881514
23,0.2543683,0.240542241321155,-0.0291325872528514,-0.0048377,0.945645512122208,-0.114529158125645,-0.0190184861871546,0.952745540779223,0.952555700553958,0.0190184861871546,-0.0602625703136853,-0.00974030404446792,0.999952562113384
24,0.2541965,0.240089834402552,-0.0289616088331605,-0.0045741,0.944504878716081,-0.113933940212239,-0.0179943468930532,0.951522046602638,0.951351884767548,0.0179943468930532,-0.0600240898946361,-0.00922147718897802,0.999957481275306
25,0.2542359,0.240068550488439,-0.0287738719827555,-0.0048476,0.944274787661533,-0.113177847749887,-0.0190673307742927,0.951224296860307,0.951033174938986,0.0190673307742927,-0.0596439269628601,-0.00977294031655252,0.999952243678451
26,0.254585,0.240104542223601,-0.0297153846619054,-0.0047266,0.943121323815625,-0.116720877749692,-0.0185659013688945,0.950497915532715,0.950316576062102,0.0185659013688945,-0.0615670382638491,-0.00951942961300212,0.999954689203387
27,0.2537101,0.240161252187452,-0.0283129090721,-0.0047545,0.946597128720741,-0.111595514219182,-0.0187398924993526,0.953336701521075,0.953152497188249,0.0187398924993526,-0.0586747952618912,-0.00959468988024769,0.999953969903666
